project,dataset_id,table_id,column_name
basedosdados,br_ibge_pnad_covid,microdados,C007D
basedosdados,br_ibge_pnad_covid,microdados,C007E
basedosdados,br_ibge_pnad_covid,microdados,C007E1
basedosdados,br_ibge_pnad_covid,microdados,C007E2
basedosdados,br_ibge_pnad_covid,microdados,C007F
basedosdados,br_ibge_pnad_covid,microdados,C008
basedosdados,br_ibge_pnad_covid,microdados,C009
basedosdados,br_ibge_pnad_covid,microdados,C009A
basedosdados,br_ibge_pnad_covid,microdados,C010
basedosdados,br_ibge_pnad_covid,microdados,C0101
basedosdados,br_ibge_pnad_covid,microdados,C01011
basedosdados,br_ibge_pnad_covid,microdados,C01012
basedosdados,br_ibge_pnad_covid,microdados,C0102
basedosdados,br_ibge_pnad_covid,microdados,C01021
basedosdados,br_ibge_pnad_covid,microdados,C01022
basedosdados,br_ibge_pnad_covid,microdados,C0103
basedosdados,br_ibge_pnad_covid,microdados,C0104
basedosdados,br_ibge_pnad_covid,microdados,C011A
basedosdados,br_ibge_pnad_covid,microdados,C011A1
basedosdados,br_ibge_pnad_covid,microdados,C011A11
basedosdados,br_ibge_pnad_covid,microdados,C011A12
basedosdados,br_ibge_pnad_covid,microdados,C011A2
basedosdados,br_ibge_pnad_covid,microdados,C011A21
basedosdados,br_ibge_pnad_covid,microdados,C011A22
basedosdados,br_ibge_pnad_covid,microdados,C012
basedosdados,br_ibge_pnad_covid,microdados,C013
basedosdados,br_ibge_pnad_covid,microdados,C014
basedosdados,br_ibge_pnad_covid,microdados,C015
basedosdados,br_ibge_pnad_covid,microdados,C016
basedosdados,br_ibge_pnad_covid,microdados,C017A
basedosdados,br_ibge_pnad_covid,microdados,D0011
basedosdados,br_ibge_pnad_covid,microdados,D0013
basedosdados,br_ibge_pnad_covid,microdados,D0021
basedosdados,br_ibge_pnad_covid,microdados,D0023
basedosdados,br_ibge_pnad_covid,microdados,D0031
basedosdados,br_ibge_pnad_covid,microdados,D0033
basedosdados,br_ibge_pnad_covid,microdados,D0041
basedosdados,br_ibge_pnad_covid,microdados,D0043
basedosdados,br_ibge_pnad_covid,microdados,D0051
basedosdados,br_ibge_pnad_covid,microdados,D0053
basedosdados,br_ibge_pnad_covid,microdados,D0061
basedosdados,br_ibge_pnad_covid,microdados,D0063
basedosdados,br_ibge_pnad_covid,microdados,D0071
basedosdados,br_ibge_pnad_covid,microdados,D0073
basedosdados,br_ibge_pnad_covid,microdados,E001
basedosdados,br_ibge_pnad_covid,microdados,E0021
basedosdados,br_ibge_pnad_covid,microdados,E0022
basedosdados,br_ibge_pnad_covid,microdados,E0023
basedosdados,br_ibge_pnad_covid,microdados,E0024
basedosdados,br_ibge_pnad_covid,microdados,F001
basedosdados,br_ibge_pnad_covid,microdados,F0021
basedosdados,br_ibge_pnad_covid,microdados,F0022
basedosdados,br_ibge_pnad_covid,microdados,F006
basedosdados,br_ibge_pnad_covid,microdados,F0061
basedosdados,br_ibge_pnad_covid,microdados,F002A1
basedosdados,br_ibge_pnad_covid,microdados,F002A2
basedosdados,br_ibge_pnad_covid,microdados,F002A3
basedosdados,br_ibge_pnad_covid,microdados,F002A4
basedosdados,br_ibge_pnad_covid,microdados,F002A5
basedosdados,br_mc_indicadores,transferencias_municipio,id_municipio
basedosdados,br_mc_indicadores,transferencias_municipio,ano
basedosdados,br_mc_indicadores,transferencias_municipio,mes
basedosdados,br_mc_indicadores,transferencias_municipio,familias_beneficiarias_pbf
basedosdados,br_mc_indicadores,transferencias_municipio,pessoas_beneficiarias_pbf
basedosdados,br_mc_indicadores,transferencias_municipio,valor_pago_pbf
basedosdados,br_mc_indicadores,transferencias_municipio,familias_cadastradas_cu
basedosdados,br_mc_indicadores,transferencias_municipio,pessoas_cadastradas_cu
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,id_municipio
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,ano
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_educacao_infantil
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_educacao_infantil_creche
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_educacao_infantil_pre_escola
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_ensino_fund
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_ensino_fund_anos_iniciais
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_ensino_fund_anos_finais
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_ensino_medio
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_ensino_medio_propedeutico
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_ensino_medio_normal
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_ensino_medio_integrado
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_educacao_prof
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_educacao_prof_tem
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_educacao_prof_tem_aem
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_educacao_prof_tem_ctc
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_educacao_prof_tem_cts
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_educacao_prof_fic
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_educacao_prof_fic_cfc
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_educacao_prof_fic_eja
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_eja
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_eja_ensino_fund
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_eja_ensino_medio
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_educacao_especial
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_educacao_especial_cc
basedosdados,br_inep_sinopse_estatistica_educacao_basica,matriculas,mat_educacao_especial_ce
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,cod_setor
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,situacao_setor
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,sigla_uf
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v001
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v002
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v003
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v004
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v005
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v006
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v007
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v008
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v009
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v010
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v011
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v012
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v013
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v014
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v015
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v016
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v017
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v018
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v019
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v020
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v021
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v022
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v023
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v024
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v025
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v026
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v027
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v028
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v029
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v030
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v031
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v032
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v033
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v034
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v035
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v036
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v037
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v038
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v039
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v040
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v041
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v042
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v043
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v044
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v045
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v046
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v047
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v048
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v049
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v050
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v051
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v052
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v053
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v054
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v055
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v056
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v057
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v058
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v059
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v060
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v061
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v062
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v063
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v064
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v065
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v066
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v067
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v068
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v069
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v070
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v071
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v072
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v073
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v074
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v075
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v076
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v077
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v078
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v079
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v080
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v081
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v082
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v083
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v084
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v085
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v086
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v087
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v088
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v089
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v090
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v091
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v092
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v093
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v094
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v095
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v096
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v097
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v098
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v099
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v100
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v101
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v102
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v103
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v104
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v105
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v106
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v107
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v108
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v109
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v110
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v111
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v112
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v113
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v114
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v115
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v116
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v117
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v118
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v119
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v120
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v121
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v122
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v123
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v124
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v125
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v126
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v127
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v128
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v129
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v130
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v131
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v132
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v133
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v134
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v135
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v136
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v137
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v138
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v139
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v140
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v141
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v142
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v143
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v144
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v145
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v146
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v147
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v148
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v149
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v150
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v151
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v152
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v153
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v154
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v155
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v156
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v157
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v158
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v159
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v160
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v161
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v162
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v163
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v164
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v165
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v166
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v167
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v168
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v169
basedosdados,br_ibge_censo2010,relacao_parentesco_conjuges_setor_censitario,v170
